document_id,source_path,filename,extension,size_bytes,modified_iso,sha256,duplicate_group,count,unit,category,likely_client,service_area,sensitivity_risk,sensitivity_reason,embedded_title_or_error,sample_text
DOC-102,C:\Users\User\Desktop\180 deliverables\Deliverable 3 - Final PPT.pptx,Deliverable 3 - Final PPT.pptx,.pptx,6783287,2026-07-04T13:49:06+02:00,180dcf9c7e1df7ecdee7460880a99f7f5ec3f4b5d9051ac22b4b668ac6d450b9,,72,slide,consulting deliverable,Pyropower,sustainability / circular economy; market research / growth; fundraising / partnerships,high,commercial/financial data; client analysis and recommendations,PowerPoint Presentation,"September 2016 February 2021 Pyropower Deliverable 3 – Biochar Market & Investor Roadmap PRESENTATION AGENDA Recap Bootstrapping Resources 3 4 22 50 How to create Investment Pitch Deck Meet the Team Biochar Market 8 Financial Projections 3 4 Conclusion 56 Appendix 60 MEET OUR TEAM CONSULTANT - DELFT CHITRANSH LOT CONSULTANT - RSM RENE HSU CONSULTANT - RSM MAX RAUSCH CONSULTANT - DELFT ELSIE LOUKIANTCHENKO TEAM LEADER - RSM MATTIAS EVANS Meet the Team The 180DC team consists of “Pyropower is looking to SCALE UP their business practices and wants to build up a CONSTANT REVENUE STREAM for a sustainable business model in order to continue towards their mission of circular economy.” Recap “Pyropower is looking to SCALE UP their business practices and wants to build up a CONSTANT REVENUE STREAM for a sustainable business model in order to continue towards their mission of circular economy.” Recap To scale, Pyropower needs Capital = Debt + Equity To build constant revenue stream, Pyropower needs a Go-to-Market Strategy for CarbonCoffee : Carbon Products & Biochar Market Segmentation Carbon Products & Biochar Characteristics Carbon Products & Biochar Price"
DOC-103,C:\Users\User\Desktop\180 deliverables\Deliverable 3 - TGT02.pdf,Deliverable 3 - TGT02.pdf,.pdf,2362973,2026-07-04T14:00:22+02:00,b423cef535a4f1f24db6ac79e055132908e7a1693b7022b9aa1dfd430b6e8730,,40,page,consulting deliverable,The Green Table,sustainability / circular economy; market research / growth; brand / marketing,high,commercial/financial data; client analysis and recommendations,,"September 2016 The Green Table & 180DC – Deliverable 3 A healthy and complete meal in the house even without refrigeration! 2180 DEGREES CONSULTING Our team Team Leader Tenzin Yangdotsang Consulting Director Anna Sloan Consultant Wiktoria Dąbska Elijah Faran Consultant Bianca Rusu Consultant Virág Tóth Consultant Valentino Crosta Consultant 180 DEGREES CONSULTING 3 Executive summary Market Potential The analysis identifies three competitor groups: shelf-stable B2B meal producers, ready-to-use meal suppliers, and retail/B2C meal providers, confirming both market attractiveness and competitive intensity. Market entry is driven by operational needs in catering formats and enabled by TGT’s differentiation through long shelf life, unrefrigerated storage, plant-based positioning, and a standardised product format thatallows efficient replication across multiple locations. Barriers to entry include preference for established suppliers, infrequent supplier review cycles, and the substitute-versus-complement challenge within existing catering models. Market sizing estimates project a TAM of €3.78bn, SAM of €1.12bn, and a SOM of €0.6m–€11.2m in 2026, supported by a 5% market growth rate. Strategic evaluation identifies Compass Group, CIRFOOD, and UDEA as priority partners. Go-to-Market Strategy The go-to-market approach is defined as a phased short- and long-term implementation model. The short term focuses on market screening, partner prioritisation, targeted engagement, and pilot initiation. The medium term centres on pilot validation, review and refinementof product format, workflows, and pricing, and the development of repeatable partnership models. The long term focuses on structured expansion through additional caterer and distributor partnerships, geographic scaling, and multi-sector rollout, leading to nationwide establishment and long-term brand positioning. Distributors are positioned as scaling enablers rather than first-entry partners, with onboarding driven by pr"
DOC-104,C:\Users\User\Desktop\180 deliverables\Deliverable 3 180DC X TLS (1).pptx,Deliverable 3 180DC X TLS (1).pptx,.pptx,2831486,2026-07-04T13:58:12+02:00,19275e6a1e772f457849be0244a7ed21f1d30ee10d2410a738f652b878fbb53a,,26,slide,consulting deliverable,TLS,sustainability / circular economy; market research / growth; business plan / financial,medium,client analysis and recommendations,PowerPoint Presentation,"September 2016 DATE 18 April 2024 Deliverable 2 Overview & Initial Recommendations Todays Agenda Presentation Overview Demographic analysis Market Breakdown 01 Estimations for the market Size and Growth Estimations 02 1.1 Music Industry Global Market Trends . TikTok and Short-Form Video Platforms: Revolutionizing music consumption, interaction, and promotion. Rise of Small Artists : Viral success on TikTok can lead to stardom (e.g.: JVKE's success on TikTok in 2020) “ TikTok to Spotify pipeline ”: Viral on TikTok, long-term success on Spotify One-Hit Wonders : Increase in short-lived success stories. Industry concerns over ""one-hit wonder overload"" (Billboard, 2023). Re-Popularization of Older Songs High Frequency of New Trends: Rapid trend turnover due to shorter attention spans 1.2 Trends in the live music industry - India Regional Preferences for Talent: - There is a notable preference for artists from mainland India, perceived to have higher performance standards and preparation. This trend will influence the diversity of artists featured in events across the country ( Vedabala & Dibya, 2023). Independent Music Growth - Independent artists and labels are flourishing, using digital platforms to enable new and emerging artists to directly connect with event organizers and audiences. In 2023, Spotify's 'Radar India' helped over 2 million new users discover independent artists (Chaitanya, 2024) . Innovative Cross-Genre Collaborations - Artists from varied genres are collaborating, creating fusion music that attracts a diverse audience. This trend is expanding the market by merging different musical tastes and increasing the appeal to a broader demographic. Resurgence of Regional and Folk Music - There's a growing appreciation for regional and folk music, incorporating traditional elements into modern tracks. 'Hot Hits Bhojpuri' playlist entered Spotify's Top 100 global playlists, indicating the rising popularity and commercial potential of regional music (Chaitanya,"
DOC-105,C:\Users\User\Desktop\180 deliverables\Deliverable 3 Presentation.pdf,Deliverable 3 Presentation.pdf,.pdf,764616,2026-07-04T13:55:56+02:00,d5386fe7175553ed83c18cad014e6d712f2f93de61775cd6c53a279185221c17,,26,page,consulting deliverable,unresolved,sustainability / circular economy; brand / marketing; digital / product,medium,client analysis and recommendations,Deliverable 3 Presentation.pptx,"September 2016 JUNE 2024 180DC x PROJECT CECE SUSTAINABILITY TRENDS AND FINAL RECOMMENDATIONS PRESENTATION AGENDA T ag Reﬁnement Trends in Sustainability Reporting Funding Opportunities Key T akeaways Education Campaigns TRENDS IN SUSTAINABILITY REPORTING 180 DEGREES CONSULTING 4 EU Strategy for Sustainable & Circular T extiles 2030 vision: All textile products placed on the EU market are durable, repairable and recyclable, to a great extent made of recycled ﬁbres, free of hazardous substances, produced in respect of social rights and the environment A framework to set ecodesign requirements for products, including textiles. Each product category will have different requirement but the main themes are circularity, product durability and waste control. The ﬁrst draft are under consultation and will be published during the second quarter of 2025. Highlight: Digital Product Passport will be an easily accessible tag on products providing products’ sustainability information The Ecodesign for Sustainable Products Regulation 180 DEGREES CONSULTING 5 EU Strategy for Sustainable & Circular T extiles Supervises and controls the export and import of waste New regulation on waste shipment entered into force on 20 May 2024 ● Does not export waste challenges to third countries and contributes to environmentally sound management of waste. ● Strengthen enforcement to prevent illegal shipments ● Increase traceability of shipments of waste within the EU and facilitating recycling and re-use. Waste Shipment Regulation In 2023 the Commission updated and revises the regulation, considering the introduction of uniform set of rules on labeling requirements for textiles and related products ● Ensure consumers access to all the relevant and accurate information on the textile and related products ● Reduce compliance costs for companies and ensure regulatory clarity and consistency Input is currently under analysis with a view to consider the adoption of a proposal to revise the regulation "
DOC-106,C:\Users\User\Desktop\180 deliverables\Deliverable 3.pdf,Deliverable 3.pdf,.pdf,1122937,2026-07-04T13:55:30+02:00,3ed71f8796d9d487eca8fae1c9fd0a4bba4e497d3100411397d5f4c18418548a,,33,page,consulting deliverable,BlueBlocks,market research / growth; business plan / financial; digital / product,high,commercial/financial data; client analysis and recommendations,,"DATE Market Analysis, BlueBlocks Report of Deliverable 3 20 June 2024 2180 DEGREES CONSULTING Meet Our Great Team The team tackling the Market Analysis task combines the business and technological expertise of students from EUR & TU Delft Consulting Director LAURA CROSSLEY Consultant OLE HEUSCHEN Team Leader WAHID BEN KHALFA Consultant ORESTIS TZIAPOURAS Consultant ADÉLE ESCARBELT Consultant ANUJ GOYAL Consultant VIDHI CHOPRA DATE Presentation Agenda Project Outline & Deliverable 3 Competitor Pricing Collaboration Partners Risks & Mitigations Summary Certifications June 20 Appendix Sources DATE Project Outline & Deliverable 3 180 DEGREES CONSULTING 5 Project Timeline The project concludes with final revisions of Deliverable 2 and remarks mitigating downside risks of the market entry 2011 April-May Competitor Pricing Certifications Potential Collaborations Risk Assessment & Mitigation Deliverable 3 May-June"
DOC-107,C:\Users\User\Desktop\180 deliverables\Deliverable 3.pptx,Deliverable 3.pptx,.pptx,58684029,2026-07-04T13:46:18+02:00,51f1d7c3cd90c26309c2f6787adb287c13cbe138007d72942f93ffc9bc71599c,,61,slide,consulting deliverable,unresolved,sustainability / circular economy; brand / marketing; strategy,high,possible personal/contact or confidential data; client analysis and recommendations,Deliverable 3,180 DEGREES CONSULTING ​ X ​ PROJECTCECE ​ DELIVERABLE 3 ​ 01 UNDERSTANDING THE LABELS Slider Content Ads OUR WORK SO FAR How we have created Projectcece’s Impact report What are the problems in the fashion industry.. and how does Projectcece address them? 02 HANDS ON DATA How does Project Cece assess its brands? 03 OVERALL IMPACT “What is Project Cece’s Impact on the fashion industry?” Overview of the firm’s impact on fashion as a whole Social Metrics Environmental Metrics Strategic suggestions to layout of the survey Improved ability to collect data in the future. OUR AGENDA 1 Overall Impact 2 Social Impact 3 Environmental Impact 4 Outfit Comparison 5 Data Gathering 6 Conclusion
DOC-108,C:\Users\User\Desktop\180 deliverables\Deliverable 3_Feedback.pptx,Deliverable 3_Feedback.pptx,.pptx,69283085,2026-07-04T13:48:26+02:00,f56e15837b2999f110ac3065d1cac8fbeed3df0f8a17fa9f0d21609ce8a9c985,,60,slide,consulting deliverable,GoodHout,market research / growth; brand / marketing; digital / product,medium,client analysis and recommendations,PowerPoint Presentation,"Final recommendations for GoodHout’s Social media and web presence MEET OUR PROJECT TEAM Consultant, Web and SEO AILEEN Consultant, Web Analysis BENNO Consultant, Social Media KEISHA Consultant, Social Media MARIA Consultant, Web Analytics ROY Team Leader, Social Impact NICOLAS OUR DELIVERABLES GoodHout presentation Introduction of team Q&A PROJECT INITIATION OCTOBER 19 Problem definition Prioritization of tasks Creation of vision PROBLEM IDENTIFICATION Elaboration of first findings Composition of results to initiate first implementation steps EARLY RESULTS & FINDINGS DECEMBER 15 Detailed solution recommendation Delivery of final report and slide deck FINAL REPORT & PRESENTATION FEBRUARY 5 NOVEMBER 17 Conclusion Social Media Content Creation Generating Customer Engagement Introduction Website Content Survey Website Competitor Analysis Search Engine Optimisation KPI comparison – In-depth evaluation of: Performance; Information; General content; Contact option GoodHout to-do’s WEBSITE COMPETITOR ANALYSIS Phase 1 focus – Content & Keyword Suggested tools Google Ads SEO IMPLEMENTATION Focus on Product USP GoodHout’s Social Media Channels vs. Competitors Tools for content creation SOCIAL MEDIA CONTENT CREATION Recommended interaction proposal Two–stage model GENERATING CUSTOMER ENGAGEMENT INDUSTRY ANALYSIS SOCIAL MEDIA PLATFORM SELECTION PRELIMINARY PARTNER SELECTION KPI GUIDELINES AGENDA - 180 RECOMMENDATION GUIDELINE Web Presence Social Media PRELIMINARY ANALYTICS EVALUATION WEBSITE BENCHMARKING SETUP SEO INVESTIGATION Conclusion Social Media Content Creation Generating Customer Engagement Introduction Website Content Survey Website Competitor Analysis Search Engine Optimisation SOCIAL MEDIA STRATEGY Analysis of success features Implementation and management plan Conclusion Social Media Content Creation Generating Customer Engagement Introduction Website Content Survey Website Competitor Analysis Search Engine Optimisation"
DOC-109,C:\Users\User\Desktop\180 deliverables\Deliverable1-180DC_X_Vet_Lazy.pdf,Deliverable1-180DC_X_Vet_Lazy.pdf,.pdf,2741848,2026-07-04T13:41:48+02:00,561ee7a7c7d47cfaedd4606735d96cb78344f907c1b38fb5bb4fed910c17a155,,31,page,consulting deliverable,Deliverable DC X Vet Lazy,sustainability / circular economy; market research / growth; brand / marketing,medium,client analysis and recommendations,,18 March 2022 1stDeliverable180DC DELFTROTTERDAM@VET&LAZY 180 DEGREES CONSULTING 2 1 2 3 4 Market in the BeNeLux& Market TrendsOverview of specialty beer in RotterdamCompetition in specialtybeers Overview of Project Cycle5 6 7 Customer Buying ProcessOutlook Introduction into Marketing Efforts of Competitors Market / TrendsRotterdamBuying ProcessCompetition & Marketing Agenda Outlook 180 DEGREES CONSULTING 3 Consulting DirectorALEXANDRE RIENTJES Team LeaderHINRIK MÜLDERSConsultantEVA FILIPANConsultantERIC JACOB ConsultantSIDDHARTH MYNENIConsultantMARIUS RIEDELConsultantSOFIA WEYDT Meet our Team Market / TrendsRotterdamBuying ProcessCompetition & MarketingOutlook 180 DEGREES CONSULTING 4 Project Outlook •Get to Know theTeam•Overview of Project Deliverables PROJECT INITIATIONFebruary 14 •Understanding of Vet & Lazy and its resources•Market Analysis•Customer buying process ANALYSIS OF INTERNAL & EXTERNAL ENVIRONMENT March 18 •Analysis of main Online marketing channels•Assessment of Competitors online presences EARLY RESULTS & FINDINGS KW16 •Development of online brand strategy for Vet & Lazy•Implementation plan FINAL PRESENTATIONKW21 Market / TrendsRotterdamBuying ProcessCompetition & MarketingOutlook MARKET/S FOR SPECIALTY BEER
DOC-110,C:\Users\User\Desktop\180 deliverables\Deliverable1-SlimBox_180DC.pptx,Deliverable1-SlimBox_180DC.pptx,.pptx,23635478,2026-07-04T13:36:56+02:00,be9973a4a43a8c056a6a02b0104e913af2b5074e1be34279770f896f4f3bfe5b,,30,slide,consulting deliverable,SlimBox,sustainability / circular economy; fundraising / partnerships; operations / procurement,medium,client analysis and recommendations,PowerPoint Presentation,"NOVEMBER 2021 TEAM SLIMBOX First Deliverable Introduction & Recap Slimbox differences Areas of environmental gain Returns and broken items Cardboard waste and impact Shipping advantages Next steps & Q&A AGENDA FOR THE PRESENTATION 1 2 3 4 5 6 7 MEET OUR GREAT TEAM Diverse team background from various studies and nations M . Sc . Aerospace Engineering, TU Delft Luigi Pescio B. Sc . Economics, EUR Otto Konkarikoski M.Sc. Management of Technology, TU Delft Laura Venturi M.Sc. Strategic Management, EUR Thorben Peter M.Sc Transport Infrastructure and Logistics, TU Delft Chandusha Thati M.S c. Complex Systems , TU Delft Amogh R avishankara M.Sc. Sustainable Energy Technology, TU Delft Alessandro Pozzetto Introduction & Recap Differences with Slimbox Next steps Q&A Areas of Gain M . Sc . Strategic Management, RSM Alexandre Rientjes THE IMPACT OF SLIMBOX Introduction & Recap Differences with Slimbox Next steps Q&A Areas of Gain SUGGESTED USES: FUNDRAISING, FINANCE D IFFERENCES THAT COME WITH SLIMBOX"
DOC-111,C:\Users\User\Desktop\180 deliverables\Deliverable1.pptx,Deliverable1.pptx,.pptx,15942836,2026-07-04T13:38:40+02:00,fb3d18cc3b54e23a16a0dc857164365aa6cd185cc965844dc9c21bd5e1546629,,22,slide,consulting deliverable,Deliverable,market research / growth; digital / product; strategy,medium,client analysis and recommendations,PowerPoint Presentation,"15 March 2022 First Deliverable VERIDI : Our Research Plan to Tackle your Questions Introduction & Recap Research Approach Stakeholders Market Dynamics Market Size Types and Prices of Tests Next steps & Q&A AGENDA FOR THE TODAY 1 2 3 4 5 6 7 MEET OUR GREAT TEAM Diverse team background from various studies and nations M.Sc. Aerospace Engineering, TU Delft Luigi Pescio B.S.c. International Business Administration, EUR Anatoli Pozharitskiy Pre-M .Sc. International Management, EUR Thomas Preis M.Sc. Strategic Management, EUR Thorben Peter B.S.c. International Business Administration, EUR Liza Kiss M.Sc. Industrial Ecology, T U Delft Varsha Ram Balapa Introduction & Recap Research Approach Market Dynamics Market Size Stakeholders M.Sc. Engineering and Policy Analysis, TU Delft Rima Arab Types & Prices of Tests Next Steps & Q&A WE WILL PERFORM A MARKET ANALYSIS For the first deliverable we developed a plan, found stakeholders and started the market analysis The nematode testing market in the Netherlands is extremely secretive, with little information available. This is a problem for Veridi that tries to enter the market with its innovative solution. THE PROBLEM Conduct a market analysis on the Dutch nematode testing market, finding key industry stakeholders and types, prices and number of tests sold. THE OBJECTIVE Develop a detailed research plan Determine key stakeholders Initiate the market research FIRST DELIVERABLE Introduction & Recap Research Approach Market Dynamics Market Size Stakeholders Types & Prices of Tests Next Steps & Q&A SUGGESTED USES: COMPETITOR ANALYSIS, MARKET ANALYSIS RESEARCH APPROACH"
DOC-112,C:\Users\User\Desktop\180 deliverables\Deliverable2 (1).pdf,Deliverable2 (1).pdf,.pdf,4628740,2026-07-04T13:33:08+02:00,229af1e13d19dae9844e5880c9b082639e2d010034c7efdfb9eea7df39bc54bf,DUP-003,28,page,unclear/review,The Green Table,sustainability / circular economy; market research / growth; brand / marketing,medium,commercial/financial data,,"The Green Table x 180DC Addressable market, messaging outreach & personas 180 DEGREES CONSULTING 2 MEET YOUR 180 TEAM These are the consultants dedicated to bringing your vision to life 180 DEGREES CONSULTING 3 TABLE OF CONTENTS 01 Total Addressable Market Size Estimating the total addressable market size for plant-based shelf-stable meals in Sweden Market Data & Estimations Insights into Expansion 02 Feedback on the Brand Messaging Making The Green Table’s meals look more appealing Feedback on Current Designs Feedback Based Redesigns 03 Distinct Personas Overview of target users and identifying what each group finds most important between taste, convenience, and sustainability. Identifying Common Needs Different Persona Examples Estimating the total addressable market size for plant-based shelf-stable meals in Sweden TOTAL ADRESSABLE MARKET SIZE 180 DEGREES CONSULTING 5 TAM CAPTURES DEMAND OF TGT MEALS ACROSS SWEDEN Scope of TAM TAM is defined as annual revenue potential if all demand is captured. REVENUE POTENTIAL Includes entire Swedish population, not only Gen Z. ENTIRE POPULATION Focus on shelf-stable, ready- to-eat, plant-based meals. FILTERED FOCUS Benchmarked against fresh, frozen and functional meal competitors. BENCHMARKED Anchored in existing ready- meal consumption behaviour. ACTUAL BEHAVIOUR TAM estimates category potential, not immediate TGT sales."
DOC-113,C:\Users\User\Desktop\180 deliverables\Deliverable2-BFFx180DC.pptx,Deliverable2-BFFx180DC.pptx,.pptx,5399948,2026-07-04T13:41:36+02:00,0f00e48216f76a39d5a5d625ee8c45b7fa3688a4baa67835393ce517d9d0f434,,27,slide,consulting deliverable,BetterFutureFactory,market research / growth; brand / marketing; business plan / financial,high,commercial/financial data; client analysis and recommendations,,"Deliverable 2 Better future factory competitor analysis 0 9 /1 2 /2021 Meet our team Outline 01 02 03 04 06 05 Office design trends Recap Competitors overview Competitor analysis Conclusion Next steps Putting deliverable 2 into context for the end result Timeline Understanding the company and its market PESTLE analysis Porter 5 forces Internal research October Redefined the scope of the projects Financial, geographical and activity preferences Feedback deliverable 1 28/10 Focus on competitors Who are they? Where does their focus lie? Deliverable 2 Today Using competitor information to draft a competitive positioning strategy for BFF Deliverable 3 January Working & the Pandemic Trends as a result of COVID-19 Majority of people now working from home again Recent measures emphasise volatility of working conditions Remote work will likely remain in the post-pandemic period 20 to 25% of workforce to work from home Reduction of overall space needed Might signal an oncoming trend of office renovations Trends | Competitors | Next Steps McKinsey, 2021"
DOC-114,C:\Users\User\Desktop\180 deliverables\Deliverable2-SlimBox.pptx,Deliverable2-SlimBox.pptx,.pptx,30607061,2026-07-04T13:37:00+02:00,201b6f71a6886edb85461515f39d529abd2fc86f85ec4ac589c5395d16829254,,25,slide,consulting deliverable,SlimBox,sustainability / circular economy; operations / procurement; digital / product,medium,client analysis and recommendations,PowerPoint Presentation,"08 DECEMBER 2021 TEAM SLIMBOX Second Deliverable AGENDA FOR THE PRESENTATION 1 4 2 3 4 5 1 Introduction Key Performance Indicators Models Next Steps Q&A MEET OUR GREAT TEAM Diverse team background from various studies and nations M . Sc . Aerospace Engineering, TU Delft Luigi Pescio B. Sc . Economics, EUR Otto Konkarikoski M.Sc. Management of Technology, TU Delft Laura Venturi M.Sc. Strategic Management, EUR Thorben Peter M.Sc Transport Infrastructure and Logistics, TU Delft Chandusha Thati M.S c. Complex Systems , TU Delft Amogh R avishankara M.Sc. Sustainable Energy Technology, TU Delft Alessandro Pozzetto M . Sc . Strategic Management, RSM Alexandre Rientjes Introduction KPI Next steps Q&A Models OUR PROGRESS Team introduction SLIMBOX presentation Q&A PROJECT INITIALIZATION OCTOBER Cardboard impact Broken items Filling materials Shipping DELIVERABLE 1 NOVEMBER Identify KPI Define model inputs Show model process DELIVERABLE 2 DECEMBER Introduction KPI Next steps Q&A Models KEY PERFORMANCE INDICATORS"
DOC-115,C:\Users\User\Desktop\180 deliverables\Deliverable2.pdf,Deliverable2.pdf,.pdf,4628740,2026-07-04T14:00:06+02:00,229af1e13d19dae9844e5880c9b082639e2d010034c7efdfb9eea7df39bc54bf,DUP-003,28,page,unclear/review,The Green Table,sustainability / circular economy; market research / growth; brand / marketing,medium,commercial/financial data,,"The Green Table x 180DC Addressable market, messaging outreach & personas 180 DEGREES CONSULTING 2 MEET YOUR 180 TEAM These are the consultants dedicated to bringing your vision to life 180 DEGREES CONSULTING 3 TABLE OF CONTENTS 01 Total Addressable Market Size Estimating the total addressable market size for plant-based shelf-stable meals in Sweden Market Data & Estimations Insights into Expansion 02 Feedback on the Brand Messaging Making The Green Table’s meals look more appealing Feedback on Current Designs Feedback Based Redesigns 03 Distinct Personas Overview of target users and identifying what each group finds most important between taste, convenience, and sustainability. Identifying Common Needs Different Persona Examples Estimating the total addressable market size for plant-based shelf-stable meals in Sweden TOTAL ADRESSABLE MARKET SIZE 180 DEGREES CONSULTING 5 TAM CAPTURES DEMAND OF TGT MEALS ACROSS SWEDEN Scope of TAM TAM is defined as annual revenue potential if all demand is captured. REVENUE POTENTIAL Includes entire Swedish population, not only Gen Z. ENTIRE POPULATION Focus on shelf-stable, ready- to-eat, plant-based meals. FILTERED FOCUS Benchmarked against fresh, frozen and functional meal competitors. BENCHMARKED Anchored in existing ready- meal consumption behaviour. ACTUAL BEHAVIOUR TAM estimates category potential, not immediate TGT sales."
DOC-116,C:\Users\User\Desktop\180 deliverables\Deliverable2.pptx,Deliverable2.pptx,.pptx,15347516,2026-07-04T13:38:44+02:00,cf7a8067aaf76d11b833b296599d834ef4269d73a2f9e043e572fa409f9e2af8,,26,slide,proposal/brief,Deliverable,market research / growth; operations / procurement; organization / governance,medium,scope/internal planning,PowerPoint Presentation,"26 April 2022 Second Deliverable VERIDI : First View on the Team Organization Introduction & Recap Team Organization Structure Business Development IT Biology and Microscopy Next steps & Q&A AGENDA FOR TODAY 1 2 3 4 5 6 MEET OUR GREAT TEAM Diverse team background from various studies and nations M.Sc. Aerospace Engineering, TU Delft Luigi Pescio B.S.c. International Business Administration, EUR Anatoli Pozharitskiy Pre-M .Sc. International Management, EUR Thomas Preis M.Sc. Strategic Management, EUR Thorben Peter B.S.c. International Business Administration, EUR Liza Kiss M.Sc . Transport, Infrastructure and Logistics , TU Delft Filippo Borgogno Introduction & Recap Team Organization Structure IT Biology and Microscopy Business Development M.Sc. Engineering and Policy Analysis, TU Delft Rima Arab Next Steps & Q&A WE WILL PERFORM A TEAM ORGANIZATION For the second deliverable we will present to you our team organization plan and initial findings A small response rate to our survey lead us to change our project scope from performing a market analysis to team organization. WE CHANGED THE PROJECT SCOPE Conduct a team organization for Veridi Technologies, focusing on salaries, job market, and the recruitment and scouting processes. THE NEW OBJECTIVE Determine topics of interest within the team organization to explore Present our initial more generic findings on the team organization SECOND DELIVERABLE Introduction & Recap Team Organization Structure IT Biology and Microscopy Business Development Next Steps & Q&A SUGGESTED USES: COMPETITOR ANALYSIS, MARKET ANALYSIS TEAM ORGANIZATION STRUCTURE"
DOC-117,C:\Users\User\Desktop\180 deliverables\Deliverable21.pptx,Deliverable21.pptx,.pptx,20374596,2026-07-04T13:39:52+02:00,702acc04506c94d9609f494174f4fae3bb0bbd861f1e24afc1c9c26dab58ab45,,33,slide,proposal/brief,Deliverable,market research / growth; operations / procurement; strategy,medium,scope/internal planning,PowerPoint Presentation,"25 May 2022 Third Deliverable VERIDI : Finding Your Competitors and Ways to Improve Your Presence Introduction & Recap Finding Your Competitors Improving Your Online Presence Recommendations & Q&A THE AGENDA FOR TODAY 1 2 3 4 MEET OUR GREAT TEAM Diverse team background from various studies and nations M.Sc. Aerospace Engineering, TU Delft Luigi Pescio B.S.c. International Business Administration, EUR Anatoli Pozharitskiy Pre-M .Sc. International Management, EUR Thomas Preis M.Sc. Strategic Management, EUR Thorben Peter B.S.c. International Business Administration, EUR Liza Kiss M.Sc . Transport, Infrastructure and Logistics , TU Delft Filippo Borgogno M.Sc. Engineering and Policy Analysis, TU Delft Rima Arab Introduction & Recap Finding Your Competitors Recommendations & Q&A Improving Your Online Presence OUR DEVELOPMENT Secretive industry Difficult to obtain information through surveys M ultiple small player and 1-2 very large DELIVERABLE 1 MARCH Use LinkedIn to attract interns Collaborate with TU Delft faculties to find master interns DELIVERABLE 2 APRIL DELIVERABLE 3 JUNE Our project scope changed frequently due to difficulties in obtaining valuable results Introduction & Recap Finding Your Competitors Recommendations & Q&A Improving Your Online Presence OUR FINAL DELIVERABLE For the third deliverable we found potential competitors and ways to improve your presence COMPETITORS IMPROVING YOUR ONLINE PRESENCE Introduction & Recap Finding Your Competitors Recommendations & Q&A Improving Your Online Presence Direct and indirect competitors Opportunities deriving from your competitors Changes that you can bring to the your website Using LinkedIn to your advantage Business Development: Use your knowledge of the industry to find the best candidates IT: Collaborate with universities for master interns and post offering on LinkedIn Biology & Microscopy: No help is needed TEAM ORGNIZATION"
DOC-118,C:\Users\User\Desktop\180 deliverables\Deliverable_1_Market_Competitor_Analysis_JEDI_network_presentation-3.pdf,Deliverable_1_Market_Competitor_Analysis_JEDI_network_presentation-3.pdf,.pdf,1600733,2026-07-04T13:53:08+02:00,90173cec7dc2d981bf4e1ce5f47724d16e554e44d3d3d26b285d1d24fccd958c,,18,page,consulting deliverable,JEDI Network,market research / growth; fundraising / partnerships; operations / procurement,medium,client analysis and recommendations,PowerPoint-Präsentation,JEDI Market & Competitor Analysis 2180 DEGREES CONSULTING MEET OUR GREAT TEAM Consulting Director Alessio Mortillaro Team Lead Nicolas Will Consultant Youmna Abboud Maarten de Lege Consultant Radosław Lodziński Consultant Eliza Pawlak Consultant Timotej Sloboda Consultant Ana Christina Vos Consultant 180 DEGREES CONSULTING 3 What is on the Agenda A short overview of what will be covered today Introduction Market Competitive Landscape Donorship Conclusion & Strategic Approach Our process summary Market Analysis
